,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
0,SACI_RS00035,STM0308,20.588,272,186,10,2,267,3,250,4.87e-05,40.8,271,1.003690036900369,<=>
4,SACI_RS00060,STM2477,28.846,156,97,4,22,166,36,188,1.01e-13,63.2,175,0.8914285714285715,<=>
13,SACI_RS00105,STM0756,40.066,302,167,6,11,300,32,331,2.3599999999999997e-67,212.0,332,0.9096385542168675,<=>
14,SACI_RS00110,STM1373,26.601,406,256,17,1,369,1,401,3.89e-27,108.0,374,1.085561497326203,<=>
25,SACI_RS00125,STM2683,23.6,250,163,9,14,243,41,282,3.89e-07,47.0,248,1.0080645161290323,<=>
32,SACI_RS00170,STM4584,30.952,168,104,7,7,168,8,169,1.52e-12,59.7,169,0.9940828402366864,<=>
37,SACI_RS00190,STM4585,23.913,184,128,5,1,176,1,180,1.87e-08,49.7,208,0.8846153846153846,<=>
38,SACI_RS00210,STM0661,31.27,307,204,5,5,306,4,308,6.07e-41,142.0,308,0.9967532467532467,<=>
40,SACI_RS00215,STM0693,26.923,130,87,6,8,130,7,135,5.75e-08,46.2,140,0.9285714285714286,<=>
51,SACI_RS00255,STM4356,31.697,489,298,12,14,486,31,499,1.32e-51,180.0,503,0.9721669980119284,<=>
56,SACI_RS00305,STM3040,38.54,493,276,11,6,484,22,501,1.18e-110,334.0,492,1.0020325203252032,<=>
62,SACI_RS00335,STM4558,25.828,151,94,7,1,142,1,142,1.61e-05,39.7,154,0.9805194805194806,<=>
64,SACI_RS00340,STM0097,23.62,779,450,31,65,759,48,765,2.1200000000000002e-29,122.0,782,0.9961636828644501,<=>
65,SACI_RS00360,STM4250,32.432,111,67,4,21,123,19,129,1.31e-08,47.4,134,0.8283582089552238,<=>
68,SACI_RS00380,STM3417,41.6,125,64,2,4,128,13,128,1.27e-22,83.6,132,0.946969696969697,<=>
69,SACI_RS00395,STM3345,30.579,121,67,4,2,108,10,127,7.51e-10,51.2,148,0.8175675675675675,<=>
74,SACI_RS00430,STM0423,32.103,271,164,10,4,260,3,267,6.98e-28,107.0,330,0.8212121212121212,<=>
76,SACI_RS00435,STM3918,25.649,308,175,14,27,313,31,305,3.97e-05,42.0,328,0.9390243902439024,<=>
82,SACI_RS00470,STM4564,27.273,242,159,9,2,229,5,243,6.54e-18,77.4,243,0.9958847736625515,<=>
99,SACI_RS00580,STM1469,43.468,421,227,5,19,430,33,451,1.1e-109,329.0,446,0.9439461883408071,<=>
103,SACI_RS00585,STM0997,34.653,202,115,8,12,196,11,212,3.7000000000000003e-29,105.0,198,1.02020202020202,<=>
108,SACI_RS00610,STM1302,28.09,267,158,12,1,237,1,263,3.9099999999999996e-24,94.4,241,1.107883817427386,<=>
112,SACI_RS00640,STM3165,34.586,266,144,12,8,264,15,259,1.1e-25,99.4,267,0.9962546816479401,<=>
118,SACI_RS00645,STM4126,27.857,420,261,14,4,383,10,427,1.4700000000000002e-31,122.0,414,1.0144927536231885,<=>
134,SACI_RS00725,STM0537,41.772,474,250,8,4,467,2,459,1.4e-120,357.0,469,1.0106609808102345,<=>
136,SACI_RS00730,STM1235,27.397,146,92,5,1,137,1,141,1.33e-08,48.1,146,1.0,<=>
140,SACI_RS00740,STM1795,43.584,413,229,2,9,421,29,437,1.5e-103,311.0,423,0.9763593380614657,<=>
155,SACI_RS00775,STM2489,26.568,271,189,6,3,266,4,271,5.74e-24,95.5,285,0.9508771929824561,<=>
169,SACI_RS00800,STM1078,37.984,129,73,2,4,130,3,126,1.1e-28,99.8,141,0.9148936170212766,<=>
171,SACI_RS00860,STM4162,29.098,244,167,5,3,242,8,249,1.7000000000000001e-29,109.0,290,0.8413793103448276,<=>
174,SACI_RS00865,STM2341,33.08,263,170,5,14,270,3,265,2.61e-40,138.0,271,0.9704797047970479,<=>
179,SACI_RS00870,STM2340,34.505,313,186,5,9,312,15,317,2.2499999999999996e-52,172.0,313,1.0,<=>
183,SACI_RS00875,STM2669,26.316,304,189,10,3,290,4,288,1.99e-20,88.2,341,0.8914956011730205,<=>
187,SACI_RS00890,STM3401,30.0,270,170,8,11,262,4,272,4.3899999999999995e-25,97.8,263,1.026615969581749,<=>
190,SACI_RS00895,STM2384,46.961,362,170,7,1,356,1,346,2.85e-92,278.0,391,0.9258312020460358,<=>
191,SACI_RS00905,STM0978,26.923,416,281,11,7,401,10,423,4.25e-36,134.0,408,1.0196078431372548,<=>
192,SACI_RS00910,STM1358,27.119,236,141,11,5,210,15,249,2.54e-09,52.8,219,1.0776255707762556,<=>
194,SACI_RS00940,STM1431,39.604,202,105,7,9,205,2,191,2.62e-39,130.0,211,0.957345971563981,<=>
222,SACI_RS01035,STM1883,45.063,395,209,3,3,397,4,390,6.64e-114,335.0,398,0.992462311557789,<=>
