,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
2,BSU_00020,SCO3878,27.835,388,253,10,1,376,1,373,6.2e-45,156.0,378,1.0264550264550265,<=>
5,BSU_00040,SCO3876,35.457,361,219,6,1,352,1,356,4.24e-64,206.0,370,0.9756756756756757,<=>
6,BSU_00060,SCO3874,56.555,656,260,8,7,638,32,686,0.0,698.0,638,1.0282131661442007,<=>
8,BSU_00070,SCO3873,49.393,824,398,8,8,818,12,829,0.0,786.0,821,1.0036540803897687,<=>
10,BSU_00090,SCO4770,53.347,493,218,5,5,488,11,500,0.0,542.0,488,1.0102459016393444,<=>
21,BSU_00110,SCO1523,65.411,292,101,0,3,294,12,303,1.48e-135,384.0,294,0.9931972789115646,<=>
22,BSU_00120,SCO1522,51.309,191,90,2,4,191,7,197,1.23e-59,183.0,196,0.9744897959183674,<=>
23,BSU_00130,SCO3961,41.589,428,241,5,1,425,1,422,2.32e-108,324.0,425,1.0070588235294118,<=>
25,BSU_00170,SCO7455,28.488,172,123,0,7,178,5,176,5.630000000000001e-31,108.0,181,0.9502762430939227,<=>
35,BSU_00200,SCO3619,43.299,97,55,0,3,99,5,101,9.229999999999999e-23,83.2,107,0.9065420560747663,<=>
36,BSU_00210,SCO3618,56.633,196,85,0,3,198,2,197,1.52e-83,244.0,198,0.98989898989899,<=>
40,BSU_00310,SCO3541,22.284,359,222,7,28,329,43,401,2.42e-15,73.9,329,1.0911854103343466,<=>
42,BSU_00360,SCO3153,41.304,276,154,5,15,287,3,273,3.8699999999999996e-60,191.0,292,0.9452054794520548,<=>
43,BSU_00380,SCO3792,44.549,532,278,9,3,524,9,533,6.53e-154,453.0,664,0.8012048192771084,<=>
50,BSU_00420,SCO3149,34.043,282,170,3,8,284,12,282,9.56e-47,156.0,292,0.9657534246575342,<=>
52,BSU_00460,SCO3148,33.916,286,178,5,1,276,1,285,3.0600000000000002e-27,105.0,289,0.9896193771626297,<=>
54,BSU_00480,SCO7738,38.583,127,75,3,1,125,1,126,1.4700000000000001e-21,81.3,125,1.016,<=>
62,BSU_00500,SCO3122,42.984,449,251,3,7,450,10,458,8.89e-120,356.0,456,0.9846491228070176,<=>
67,BSU_00510,SCO3123,46.815,314,164,2,6,316,8,321,1.36e-106,311.0,317,0.9905362776025236,<=>
69,BSU_00520,SCO3124,30.114,176,118,3,4,178,6,177,3.1600000000000003e-21,84.7,204,0.8627450980392157,<=>
70,BSU_00530,SCO3125,36.316,190,114,2,3,186,12,200,3.7e-40,133.0,188,1.0106382978723405,<=>
71,BSU_00550,SCO3109,37.736,1113,630,15,36,1110,38,1125,0.0,721.0,1177,0.945624468988955,<=>
104,BSU_00680,SCO3405,55.367,177,79,0,2,178,9,185,1.23e-66,199.0,180,0.9833333333333333,<=>
106,BSU_00690,SCO5587,42.81,612,306,12,5,593,38,628,6.8e-151,448.0,637,0.9607535321821036,<=>
