,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
5,b0003,BSU_32240,29.091,275,178,7,1,272,7,267,4.96e-25,99.4,310,0.8870967741935484,<=>
9,b0007,BSU_02420,44.492,463,225,11,9,461,13,453,5.31e-117,349.0,476,0.9726890756302521,<=>
14,b0014,BSU_25470,55.818,636,251,4,1,636,1,606,0.0,684.0,638,0.9968652037617555,<=>
18,b0015,BSU_25460,50.529,378,174,6,1,371,1,372,3.53e-114,334.0,376,1.0053191489361701,<=>
31,b0023,BSU_25550,41.379,87,51,0,1,87,1,87,2.27e-15,62.0,87,1.0,<=>
32,b0025,BSU_16670,35.484,310,182,7,8,307,10,311,1.28e-55,180.0,313,0.9904153354632588,<=>
34,b0026,BSU_15430,45.151,928,483,10,3,923,2,910,0.0,806.0,938,0.9893390191897654,<=>
39,b0027,BSU_15450,32.903,155,97,3,13,164,2,152,3.43e-22,84.0,164,0.9451219512195121,<=>
40,b0029,BSU_25160,38.225,293,167,7,1,285,1,287,9.860000000000001e-59,188.0,316,0.9272151898734177,<=>
41,b0031,BSU_22490,27.857,280,178,6,1,269,1,267,3.35e-28,105.0,273,1.0256410256410255,<=>
42,b0032,BSU_15510,47.09,378,168,7,7,379,5,355,2.71e-105,311.0,382,0.9895287958115183,<=>
46,b0033,BSU_15520,49.537,1080,528,9,1,1072,1,1071,0.0,1047.0,1073,1.0065237651444547,<=>
126,b0048,BSU_21810,43.75,160,89,1,1,159,1,160,1.9499999999999997e-46,146.0,159,1.0062893081761006,<=>
128,b0051,BSU_00420,31.227,269,173,3,8,264,19,287,9.81e-39,134.0,273,0.9853479853479854,<=>
138,b0061,BSU_28780,60.173,231,89,2,1,231,1,228,1.5600000000000001e-97,281.0,231,1.0,<=>
139,b0062,BSU_28800,52.929,495,229,3,6,500,6,496,0.0,569.0,500,0.99,<=>
140,b0063,BSU_28790,32.188,553,340,11,1,541,1,530,8.2e-93,292.0,566,0.9770318021201413,<=>
143,b0064,BSU_10830,25.097,259,169,10,46,285,35,287,1.32e-14,69.3,292,0.886986301369863,<=>
242,b0069,BSU_10590,24.913,574,375,18,16,547,15,574,5.39e-37,141.0,551,1.0417422867513613,<=>
243,b0071,BSU_28250,48.744,199,98,4,3,200,2,197,2.2399999999999998e-62,189.0,201,0.9900497512437811,<=>
245,b0072,BSU_28260,60.215,465,184,1,1,465,2,465,0.0,593.0,466,0.9978540772532188,<=>
247,b0073,BSU_28270,54.07,344,155,3,6,348,4,345,1.45e-128,370.0,363,0.9476584022038568,<=>
250,b0074,BSU_28280,46.278,497,265,1,3,497,2,498,5.97e-150,436.0,523,0.9502868068833652,<=>
260,b0077,BSU_28310,47.173,566,286,5,2,566,16,569,0.0,539.0,574,0.9860627177700348,<=>
264,b0078,BSU_28300,37.267,161,99,2,1,160,1,160,2.83e-32,110.0,163,0.9877300613496932,<=>
276,b0081,BSU_15130,37.778,135,79,2,1,135,1,130,1.12e-25,92.4,152,0.8881578947368421,<=>
277,b0082,BSU_15140,45.86,314,156,5,5,310,2,309,1.71e-87,261.0,313,1.0031948881789137,<=>
278,b0084,BSU_15170,29.101,567,364,13,24,565,14,567,1.1e-64,220.0,588,0.9642857142857143,<=>
285,b0085,BSU_15180,38.163,490,274,7,12,491,14,484,5.3e-106,322.0,495,0.98989898989899,<=>
288,b0086,BSU_04570,34.698,464,278,11,1,449,1,454,1.71e-71,230.0,452,1.0265486725663717,<=>
