,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
0,b0002,STM0002,94.512,820,45,0,1,820,1,820,0.0,1574.0,820,1.0,<=>
4,b0003,STM0003,93.506,308,20,0,1,308,1,308,0.0,599.0,310,0.9935483870967742,<=>
5,b0004,STM0004,93.458,428,28,0,1,428,1,428,0.0,804.0,428,1.0,<=>
7,b0006,STM0005,86.381,257,35,0,1,257,1,257,1.39e-168,463.0,258,0.9961240310077519,<=>
8,b0007,STM0006,76.261,476,113,0,1,476,1,476,0.0,748.0,476,1.0,<=>
10,b0008,STM0007,94.637,317,17,0,1,317,1,317,0.0,627.0,317,1.0,<=>
13,b0009,STM0008,91.667,192,16,0,1,192,1,192,1.38e-129,359.0,195,0.9846153846153847,<=>
15,b0010,STM0009,90.426,188,18,0,1,188,1,188,2.13e-122,340.0,188,1.0,<=>
16,b0011,STM0010,87.342,237,30,0,1,237,1,237,3.1e-136,379.0,237,1.0,<=>
17,b0013,STM0011,81.343,134,25,0,1,134,1,134,5.47e-81,231.0,134,1.0,<=>
18,b0014,STM0012,96.865,638,20,0,1,638,1,638,0.0,1252.0,638,1.0,<=>
23,b0015,STM0013,95.251,379,15,1,1,376,1,379,0.0,736.0,376,1.0079787234042554,<=>
25,b0019,STM0039,92.987,385,27,0,1,385,1,385,0.0,691.0,388,0.9922680412371134,<=>
26,b0020,STM0040,92.905,296,21,0,1,296,1,296,0.0,582.0,301,0.9833887043189369,<=>
47,b0023,STM0043,97.701,87,2,0,1,87,1,87,1e-56,166.0,87,1.0,<=>
48,b0024,STM0044,71.429,70,20,0,3,72,2,71,7.34e-28,92.8,72,0.9722222222222222,<=>
49,b0025,STM0045,89.968,309,30,1,1,309,1,308,0.0,564.0,313,0.987220447284345,<=>
50,b0026,STM0046,87.09,945,114,5,1,938,1,944,0.0,1715.0,938,1.007462686567164,<=>
55,b0027,STM0047,91.463,164,14,0,1,164,1,164,2.95e-109,305.0,164,1.0,<=>
56,b0028,STM0048,91.946,149,12,0,1,149,1,149,4.4400000000000003e-100,281.0,149,1.0,<=>
58,b0029,STM0049,93.671,316,20,0,1,316,1,316,0.0,611.0,316,1.0,<=>
