,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
280,XNR_RS00130,SCO3198,76.68,253,59,0,1,253,1,253,3.79e-135,379.0,253,1.0,<=>
287,XNR_RS00135,SCO3197,75.08,313,78,0,1,313,1,313,2.16e-149,420.0,315,0.9936507936507937,<=>
289,XNR_RS00140,SCO3196,71.593,697,161,9,1,669,1,688,0.0,903.0,670,1.0402985074626865,<=>
298,XNR_RS00220,SCO0436,81.481,54,10,0,1,54,1,54,1.89e-26,88.6,56,0.9642857142857143,<=>
314,XNR_RS00230,SCO0376,82.741,197,29,1,1,197,4,195,2.5800000000000003e-116,327.0,200,0.985,<=>
326,XNR_RS00250,SCO1010,85.294,442,63,1,1,442,17,456,0.0,763.0,475,0.9305263157894736,<=>
334,XNR_RS00255,SCO1011,77.6,625,136,3,17,638,6,629,0.0,806.0,643,0.9720062208398134,<=>
341,XNR_RS00260,SCO1012,75.188,266,66,0,1,266,1,266,1.01e-134,379.0,266,1.0,<=>
417,XNR_RS00265,SCO1013,77.215,158,34,1,1,158,1,156,6.04e-87,250.0,179,0.88268156424581,<=>
426,XNR_RS00270,SCO1014,69.963,536,157,3,1,534,1,534,0.0,638.0,539,0.9944341372912802,<=>
440,XNR_RS00280,SCO1017,69.811,159,48,0,22,180,13,171,3.65e-81,237.0,194,0.8195876288659794,<=>
442,XNR_RS00285,SCO1018,73.228,254,68,0,1,254,20,273,2.68e-114,327.0,261,0.9731800766283525,<=>
459,XNR_RS00300,SCO1022,63.869,274,97,2,1,273,1,273,6.64e-111,320.0,289,0.9480968858131488,<=>
461,XNR_RS00305,SCO1023,46.535,202,107,1,1,201,1,202,8.96e-47,150.0,201,1.0049751243781095,<=>
465,XNR_RS00310,SCO1024,80.123,815,153,3,1,809,22,833,0.0,1272.0,809,1.0074165636588381,<=>
467,XNR_RS00315,SCO1025,69.627,777,221,7,35,808,19,783,0.0,904.0,812,0.9568965517241379,<=>
