,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
54,XNR_RS00130,b2707,32.53,249,163,4,5,251,5,250,2.44e-33,119.0,253,0.9841897233201581,<=>
65,XNR_RS00135,b1723,37.367,281,171,5,2,279,4,282,5.269999999999999e-34,123.0,315,0.8920634920634921,<=>
69,XNR_RS00140,b0731,35.918,632,355,14,1,625,23,611,6.85e-105,330.0,670,0.9432835820895522,<=>
82,XNR_RS00145,b2415,34.94,83,53,1,1,83,1,82,9.59e-11,50.4,92,0.9021739130434783,<=>
96,XNR_RS00230,b1299,23.392,171,116,3,14,172,10,177,1.53e-05,40.8,200,0.855,<=>
100,XNR_RS00250,b3523,39.54,435,247,7,10,437,15,440,1.39e-86,270.0,475,0.9157894736842105,<=>
128,XNR_RS00270,b0657,26.248,541,319,22,30,533,14,511,2.49e-25,106.0,539,1.0037105751391466,<=>
157,XNR_RS00345,b2212,36.667,180,96,8,44,216,45,213,4.12e-23,89.7,219,0.821917808219178,<=>
187,XNR_RS00370,b0043,26.38,326,176,13,11,294,3,306,5.13e-12,63.9,407,0.800982800982801,<=>
224,XNR_RS00410,b1697,33.19,232,150,4,3,232,1,229,3.02e-25,97.4,261,0.8888888888888888,<=>
227,XNR_RS00420,b2582,30.172,116,75,4,4,118,29,139,1.92e-08,46.6,118,0.9830508474576272,<=>
246,XNR_RS00510,b2888,45.433,427,230,3,6,429,17,443,1.0000000000000001e-124,369.0,465,0.9182795698924732,<=>
255,XNR_RS00550,b0767,25.0,288,187,9,44,325,45,309,4.86e-15,72.0,344,0.8372093023255814,<=>
272,XNR_RS00595,b0781,34.94,332,211,4,6,335,1,329,7.83e-57,184.0,335,0.991044776119403,<=>
315,XNR_RS00640,b2690,34.375,192,101,7,12,192,8,185,3.3700000000000004e-21,84.3,232,0.8275862068965517,<=>
320,XNR_RS00645,b3547,27.378,347,228,10,27,357,26,364,1.05e-15,75.1,422,0.8222748815165877,<=>
324,XNR_RS00655,b0153,34.127,630,385,13,65,688,53,658,1.11e-64,223.0,690,0.9130434782608695,<=>
335,XNR_RS00660,b0152,26.23,305,195,10,51,353,14,290,7.01e-25,99.8,354,0.8615819209039548,<=>
437,XNR_RS00675,b2841,36.344,465,276,10,10,462,5,461,1.94e-87,272.0,470,0.9893617021276596,<=>
459,XNR_RS00715,b0331,51.636,275,131,2,13,285,8,282,8.54e-89,264.0,301,0.9136212624584718,<=>
461,XNR_RS00720,b0333,38.147,367,215,4,12,373,22,381,1.68e-75,236.0,391,0.9386189258312021,<=>
463,XNR_RS00725,b1393,44.269,253,139,2,16,267,4,255,1.74e-65,202.0,267,0.947565543071161,<=>
513,XNR_RS00770,b2132,29.658,789,473,18,14,771,17,754,3.6699999999999996e-89,295.0,808,0.9764851485148515,<=>
527,XNR_RS00790,b1658,35.758,330,202,6,15,336,3,330,2.5899999999999997e-52,173.0,343,0.9620991253644315,<=>
543,XNR_RS00800,b0934,45.635,252,134,1,42,290,5,256,6.729999999999999e-67,206.0,293,0.8600682593856656,<=>
550,XNR_RS00805,b0933,50.87,230,103,2,42,263,14,241,7.18e-63,195.0,271,0.8487084870848709,<=>
644,XNR_RS00810,b0936,38.351,279,166,3,47,322,29,304,1.3099999999999999e-52,173.0,348,0.8017241379310345,<=>
646,XNR_RS00815,b0935,52.877,365,154,2,1,363,1,349,4.8800000000000005e-123,358.0,388,0.9407216494845361,<=>
902,XNR_RS00955,b3564,34.043,423,248,13,8,408,1,414,7.88e-51,177.0,476,0.8886554621848739,<=>
1002,XNR_RS01080,b1395,33.878,490,294,7,3,490,8,469,1.05e-74,241.0,506,0.9683794466403162,<=>
1005,XNR_RS01085,b0039,31.316,380,250,5,5,379,2,375,2.82e-52,176.0,386,0.9844559585492227,<=>
1009,XNR_RS01090,b2013,25.706,354,218,13,65,405,9,330,2.03e-10,58.9,426,0.8309859154929577,<=>
1019,XNR_RS01170,b0366,43.673,245,133,3,22,262,4,247,1.63e-64,199.0,267,0.9176029962546817,<=>
1110,XNR_RS01180,b0367,38.431,255,153,1,35,289,23,273,1.8800000000000001e-47,157.0,290,0.8793103448275862,<=>
1216,XNR_RS01355,b0599,24.198,343,235,9,19,344,20,354,1e-14,71.2,353,0.9716713881019831,<=>
1218,XNR_RS01370,b0752,42.759,290,155,6,25,312,20,300,3.71e-57,184.0,312,0.9294871794871795,<=>
1220,XNR_RS01375,b2889,39.227,181,98,6,18,193,4,177,1.15e-26,97.8,198,0.9141414141414141,<=>
1230,XNR_RS01405,b3407,62.213,741,273,5,13,751,10,745,0.0,904.0,807,0.9182156133828996,<=>
1347,XNR_RS01465,b2341,34.658,730,443,18,3,724,2,705,6.52e-101,323.0,726,1.0055096418732783,<=>
1365,XNR_RS01480,b0038,29.87,385,237,17,8,367,10,386,6.0700000000000006e-27,107.0,371,1.0377358490566038,<=>
1368,XNR_RS01500,b1525,43.45,458,250,3,5,462,11,459,3.89e-120,356.0,464,0.9870689655172413,<=>
1546,XNR_RS01595,b0296,52.5,80,36,2,1,79,1,79,2.0300000000000002e-21,77.4,90,0.8888888888888888,<=>
1553,XNR_RS01610,b0696,40.415,193,104,3,9,201,4,185,6.830000000000001e-33,114.0,205,0.9414634146341463,<=>
1554,XNR_RS01615,b0697,62.206,680,234,5,30,702,13,676,0.0,783.0,709,0.9590973201692524,<=>
1829,XNR_RS01805,b2866,31.795,780,455,19,15,755,2,743,1.3799999999999999e-92,303.0,767,1.0169491525423728,<=>
1833,XNR_RS01810,b1775,28.509,456,295,12,15,453,11,452,3.02e-33,127.0,454,1.0044052863436124,<=>
1861,XNR_RS01825,b3748,39.568,139,74,1,1,129,1,139,8.480000000000001e-35,114.0,129,1.0775193798449612,<=>
1863,XNR_RS01830,b3752,42.0,300,166,5,10,304,7,303,6.39e-49,162.0,305,0.9836065573770492,<=>
1901,XNR_RS01840,b3749,46.122,490,260,4,7,493,4,492,1.22e-142,417.0,512,0.95703125,<=>
2044,XNR_RS01845,b3753,36.393,305,191,3,1,303,1,304,1.2499999999999999e-55,181.0,344,0.8866279069767442,<=>
2059,XNR_RS01905,b4197,24.265,272,189,8,26,293,25,283,6.01e-09,52.8,296,0.918918918918919,<=>
2247,XNR_RS01955,b1091,40.062,322,174,5,4,314,3,316,1.54e-64,203.0,316,1.018987341772152,<=>
2249,XNR_RS01965,b3895,34.307,274,158,6,7,274,19,276,4.6e-34,122.0,280,0.9785714285714285,<=>
2250,XNR_RS01970,b2410,49.84,313,156,1,12,323,7,319,1.12e-94,281.0,337,0.9287833827893175,<=>
2251,XNR_RS01975,b2289,32.639,288,187,1,6,293,12,292,7.56e-41,141.0,293,0.9829351535836177,<=>
2288,XNR_RS01980,b0007,32.035,462,261,14,50,495,24,448,6.189999999999999e-52,181.0,516,0.8953488372093024,<=>
2313,XNR_RS02030,b1468,49.393,1235,593,17,12,1224,2,1226,0.0,1211.0,1231,1.0032493907392364,<=>
2327,XNR_RS02035,b1467,54.747,495,207,6,1,490,1,483,0.0,567.0,541,0.9149722735674677,<=>
2346,XNR_RS02045,b1227,31.39,223,148,5,1,221,4,223,1.1900000000000001e-29,107.0,236,0.9449152542372882,<=>
2348,XNR_RS02050,b1482,46.97,132,66,2,1,129,1,131,1.41e-31,107.0,141,0.9361702127659575,<=>
2352,XNR_RS02090,b3153,43.605,172,87,6,2,171,4,167,6.14e-40,130.0,183,0.9398907103825137,<=>
2388,XNR_RS02175,b2472,25.42,417,219,18,58,449,23,372,5.99e-11,60.5,450,0.9266666666666666,<=>
2416,XNR_RS02220,b0590,45.455,308,158,5,39,341,27,329,2.3100000000000002e-65,207.0,346,0.8901734104046243,<=>
2546,XNR_RS02280,b3124,44.798,346,183,4,1,342,3,344,1.9e-84,258.0,373,0.9276139410187667,<=>
2655,XNR_RS02295,b1120,31.855,248,146,9,11,248,40,274,1.02e-28,107.0,249,0.9959839357429718,<=>
2782,XNR_RS02355,b1045,47.305,167,82,3,2,164,3,167,4.4100000000000005e-43,138.0,169,0.9881656804733728,<=>
2789,XNR_RS02405,b2873,41.304,460,259,7,3,459,2,453,9.01e-115,342.0,466,0.9871244635193133,<=>
2792,XNR_RS02430,b3447,35.753,551,311,10,48,585,49,569,1.48e-94,298.0,602,0.915282392026578,<=>
2807,XNR_RS02465,b0654,31.1,209,131,2,14,209,28,236,2.7400000000000002e-27,101.0,214,0.9766355140186916,<=>
2823,XNR_RS02475,b0652,63.333,240,88,0,6,245,1,240,4.98e-102,293.0,247,0.97165991902834,<=>
2927,XNR_RS02525,b4187,47.969,517,258,7,8,519,5,515,4.26e-148,433.0,545,0.9486238532110092,<=>
3267,XNR_RS02575,b0589,45.427,328,173,3,35,358,4,329,6.359999999999999e-67,211.0,358,0.9162011173184358,<=>
3294,XNR_RS02605,b1595,39.13,253,140,6,1,247,3,247,1.51e-44,150.0,314,0.8057324840764332,<=>
3336,XNR_RS02720,b1119,31.562,320,182,9,39,345,4,299,5.06e-25,100.0,390,0.8205128205128205,<=>
3446,XNR_RS02740,b4102,33.333,243,154,7,12,249,1,240,1.49e-19,82.0,254,0.9566929133858267,<=>
3454,XNR_RS02745,b4280,22.826,368,243,12,1,331,2,365,2.23e-13,67.0,334,1.1017964071856288,<=>
3459,XNR_RS02760,b3669,37.379,206,111,2,7,212,2,189,3.27e-30,108.0,234,0.8803418803418803,<=>
3492,XNR_RS02780,b0512,34.292,452,283,6,14,454,3,451,1.7699999999999999e-91,282.0,454,0.9955947136563876,<=>
3494,XNR_RS02785,b4018,39.286,252,146,4,14,258,16,267,6.169999999999999e-48,157.0,268,0.9402985074626866,<=>
