,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
20,SACI_RS00110,SCO1868,26.333,300,188,13,80,364,79,360,1.19e-11,63.2,374,0.8021390374331551,<=>
68,SACI_RS00180,SCO3889,39.785,93,55,1,21,112,18,110,4.11e-22,81.6,112,0.8303571428571429,<=>
84,SACI_RS00215,SCO4180,29.839,124,83,2,9,128,10,133,3.45e-09,50.1,140,0.8857142857142857,<=>
108,SACI_RS00255,SCO4742,30.283,459,278,12,44,487,50,481,5.910000000000001e-31,123.0,503,0.9125248508946322,<=>
115,SACI_RS00280,SCO4800,57.025,121,52,0,4,124,8,128,9.339999999999999e-46,143.0,140,0.8642857142857143,<=>
127,SACI_RS00380,SCO4728,40.0,125,66,2,4,128,18,133,1.35e-16,68.9,132,0.946969696969697,<=>
128,SACI_RS00395,SCO4734,30.252,119,56,3,9,108,17,127,1.91e-09,50.8,148,0.8040540540540541,<=>
139,SACI_RS00440,SCO0790,26.596,188,129,5,5,184,3,189,1.63e-12,62.0,209,0.8995215311004785,<=>
159,SACI_RS00545,SCO3705,29.435,248,148,8,19,253,43,276,5.99e-16,73.6,266,0.9323308270676691,<=>
166,SACI_RS00580,SCO5042,44.695,443,235,4,7,441,21,461,7.13e-119,353.0,446,0.9932735426008968,<=>
168,SACI_RS00585,SCO1509,30.093,216,124,8,4,192,3,218,2.7699999999999996e-23,90.9,198,1.0909090909090908,<=>
194,SACI_RS00610,SCO3174,29.231,260,160,9,1,236,9,268,2.89e-28,106.0,241,1.0788381742738589,<=>
198,SACI_RS00640,SCO6551,36.26,262,144,10,7,262,15,259,1.05e-34,124.0,267,0.9812734082397003,<=>
220,SACI_RS00645,SCO3460,29.748,437,266,14,3,404,42,472,7.1e-41,149.0,414,1.0555555555555556,<=>
235,SACI_RS00710,SCO6039,33.115,459,277,11,2,439,11,460,8.4e-74,236.0,440,1.0431818181818182,<=>
265,SACI_RS00740,SCO4683,31.0,400,260,7,35,421,63,459,3.78e-42,152.0,423,0.9456264775413712,<=>
267,SACI_RS00755,SCO1831,34.387,253,159,2,1,253,1,246,3.45e-42,142.0,259,0.9768339768339769,<=>
326,SACI_RS00775,SCO5744,26.937,271,183,7,4,266,14,277,5.53e-19,82.8,285,0.9508771929824561,<=>
374,SACI_RS00890,SCO1498,28.627,255,159,7,1,236,1,251,1.4e-19,83.6,263,0.9695817490494296,<=>
375,SACI_RS00895,SCO1496,37.265,373,194,12,10,352,4,366,1.13e-42,151.0,391,0.9539641943734015,<=>
376,SACI_RS00905,SCO6819,30.34,412,263,12,18,408,31,439,2.65e-39,144.0,408,1.0098039215686274,<=>
383,SACI_RS00940,SCO0999,42.365,203,109,2,7,204,1,200,2.83e-51,163.0,211,0.9620853080568721,<=>
390,SACI_RS00955,SCO4975,31.831,688,394,21,2,629,9,681,6.09e-97,310.0,632,1.0886075949367089,<=>
443,SACI_RS00985,SCO3886,29.741,232,124,10,3,197,1,230,1.85e-16,73.9,220,1.0545454545454545,<=>
460,SACI_RS01010,SCO6270,27.1,631,373,24,22,615,49,629,1.79e-30,124.0,627,1.0063795853269537,<=>
472,SACI_RS01035,SCO3060,24.808,391,261,13,17,395,36,405,2.93e-19,86.7,398,0.9824120603015075,<=>
479,SACI_RS01095,SCO3494,32.258,310,197,6,4,306,16,319,1.6000000000000001e-43,149.0,311,0.9967845659163987,<=>
510,SACI_RS01155,SCO1815,37.657,239,136,4,5,242,3,229,7.77e-43,143.0,251,0.952191235059761,<=>
589,SACI_RS01175,SCO6751,22.097,267,192,7,16,269,42,305,1.92e-11,61.2,274,0.9744525547445255,<=>
613,SACI_RS01235,SCO5553,29.787,470,269,13,1,414,1,465,1.69e-46,164.0,414,1.1352657004830917,<=>
790,SACI_RS01275,SCO4926,51.751,514,244,4,9,519,18,530,0.0,548.0,519,0.9903660886319846,<=>
802,SACI_RS01305,SCO7376,27.074,229,141,8,3,210,5,228,1.17e-10,57.4,220,1.040909090909091,<=>
803,SACI_RS01320,SCO2908,26.19,252,149,12,1,228,1,239,2.76e-13,65.1,231,1.0909090909090908,<=>
804,SACI_RS01325,SCO2748,36.972,284,166,6,2,273,6,288,4.2099999999999997e-42,144.0,288,0.9861111111111112,<=>
826,SACI_RS01370,SCO3550,27.785,763,446,22,50,739,83,813,8.38e-65,228.0,746,1.022788203753351,<=>
846,SACI_RS01405,SCO0896,30.508,118,74,5,3,115,7,121,1.94e-05,39.7,129,0.9147286821705426,<=>
849,SACI_RS01425,SCO1073,27.035,344,215,15,6,338,16,334,1.34e-06,47.8,407,0.8452088452088452,<=>
858,SACI_RS01445,SCO6766,26.974,304,193,12,23,310,25,315,1.28e-16,77.4,339,0.8967551622418879,<=>
860,SACI_RS01460,SCO2925,34.845,419,255,7,23,428,73,486,2.93e-76,244.0,440,0.9522727272727273,<=>
869,SACI_RS01475,SCO3446,24.336,226,143,8,1,200,1,224,2.89e-09,52.8,206,1.0970873786407767,<=>
871,SACI_RS01495,SCO3563,48.387,651,321,6,2,651,5,641,0.0,573.0,665,0.9789473684210527,<=>
908,SACI_RS01510,SCO2194,40.78,282,159,3,7,281,34,314,5.0500000000000005e-73,224.0,286,0.986013986013986,<=>
910,SACI_RS01525,SCO6471,32.639,288,165,7,3,261,29,316,2.3299999999999997e-40,140.0,270,1.0666666666666667,<=>
919,SACI_RS01555,SCO6558,40.824,267,138,3,7,253,9,275,1.17e-70,216.0,253,1.0553359683794465,<=>
961,SACI_RS01795,SCO6703,24.378,201,123,6,20,201,21,211,3.74e-05,41.6,251,0.8007968127490039,<=>
980,SACI_RS01835,SCO5185,30.804,448,277,10,3,423,23,464,1.09e-60,202.0,423,1.0591016548463357,<=>
985,SACI_RS01865,SCO6464,44.105,229,118,6,23,242,10,237,7.480000000000001e-57,179.0,252,0.9087301587301587,<=>
987,SACI_RS01875,SCO5229,44.248,452,230,7,11,454,6,443,4.97e-108,330.0,519,0.8709055876685935,<=>
