,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
3,BSU_00020,PA0002,26.72,378,263,6,1,376,1,366,2.2699999999999998e-42,149.0,378,1.0,<=>
4,BSU_00040,PA0003,26.667,375,248,11,1,366,1,357,1.6e-31,120.0,370,1.0135135135135136,<=>
8,BSU_00070,PA3168,49.217,894,372,6,8,820,7,899,0.0,858.0,821,1.0889159561510353,<=>
10,BSU_00090,PA3770,55.419,489,209,4,5,487,3,488,1.79e-175,499.0,488,1.0020491803278688,<=>
14,BSU_00130,PA2612,53.521,426,194,2,1,423,1,425,1.2700000000000002e-167,474.0,425,1.0023529411764707,<=>
30,BSU_00200,PA1533,40.187,107,60,2,1,107,2,104,1.03e-19,74.7,107,1.0,<=>
31,BSU_00210,PA1534,48.469,196,100,1,1,196,1,195,7.18e-62,188.0,198,0.98989898989899,<=>
34,BSU_00280,PA2962,42.857,189,106,1,1,189,1,187,2.9e-47,152.0,212,0.8915094339622641,<=>
40,BSU_00380,PA3482,26.483,691,464,14,3,664,2,677,1.4000000000000001e-70,239.0,664,1.0406626506024097,<=>
48,BSU_00390,PA2959,38.039,255,154,2,1,252,1,254,1.07e-58,184.0,255,1.0,<=>
51,BSU_00420,PA0592,35.185,270,162,3,18,287,5,261,1.58e-47,157.0,292,0.9246575342465754,<=>
52,BSU_00460,PA4669,30.943,265,169,5,1,265,3,253,1.2099999999999999e-30,113.0,289,0.916955017301038,<=>
55,BSU_00480,PA5339,51.181,127,59,3,1,125,1,126,1.49e-36,119.0,125,1.016,<=>
63,BSU_00500,PA5552,45.393,445,237,4,7,449,6,446,3.0399999999999997e-134,392.0,456,0.9758771929824561,<=>
69,BSU_00510,PA4670,49.838,309,153,2,10,316,4,312,3.78e-111,322.0,317,0.9747634069400631,<=>
70,BSU_00520,PA4671,32.967,182,114,6,4,177,6,187,3.47e-24,92.4,204,0.8921568627450981,<=>
71,BSU_00530,PA4672,34.759,187,120,2,3,187,6,192,4.34e-31,109.0,188,0.9946808510638298,<=>
72,BSU_00550,PA3002,35.929,1130,652,13,27,1124,15,1104,0.0,695.0,1177,0.9600679694137638,<=>
88,BSU_00680,PA4645,32.143,168,111,2,9,174,17,183,1.61e-26,97.1,180,0.9333333333333333,<=>
90,BSU_00690,PA4751,53.884,605,259,9,6,601,3,596,0.0,616.0,637,0.9497645211930926,<=>
96,BSU_00710,PA5193,26.172,256,160,9,42,285,45,283,6.8e-17,76.6,291,0.8797250859106529,<=>
101,BSU_00730,PA2709,51.735,317,137,7,1,305,1,313,1.28e-85,258.0,308,1.0292207792207793,<=>
111,BSU_00740,PA0609,40.336,476,250,11,16,468,28,492,5.049999999999999e-104,316.0,470,1.0127659574468084,<=>
117,BSU_00750,PA0649,60.526,190,70,1,1,185,1,190,1.72e-86,251.0,194,0.979381443298969,<=>
125,BSU_00770,PA4750,46.304,257,130,2,27,276,24,279,1.82e-70,216.0,285,0.9017543859649123,<=>
126,BSU_00780,PA0582,32.479,117,76,3,1,117,1,114,5.65e-07,42.7,120,0.975,<=>
131,BSU_00810,PA4852,41.176,306,179,1,1,306,3,307,9.490000000000001e-77,236.0,333,0.918918918918919,<=>
134,BSU_00820,PA3700,51.896,501,229,4,1,497,6,498,2.66e-175,500.0,499,1.0040080160320641,<=>
137,BSU_00860,PA0459,50.125,802,383,7,6,799,7,799,0.0,793.0,810,0.9901234567901235,<=>
147,BSU_00870,PA4609,48.458,454,226,6,1,452,1,448,1.82e-148,428.0,458,0.9912663755458515,<=>
148,BSU_00900,PA3633,40.09,222,122,6,2,216,8,225,4.5299999999999997e-39,132.0,232,0.9568965517241379,<=>
150,BSU_00910,PA3627,61.29,155,60,0,2,156,1,155,9.030000000000001e-66,195.0,158,0.9810126582278481,<=>
151,BSU_00920,PA3134,38.877,481,276,5,5,482,4,469,2.22e-114,343.0,483,0.9958592132505176,<=>
154,BSU_00930,PA3816,50.909,220,95,2,2,208,1,220,1.43e-77,231.0,217,1.0138248847926268,<=>
159,BSU_00940,PA1795,46.055,469,232,4,3,463,2,457,3.01e-149,431.0,466,1.0064377682403434,<=>
162,BSU_00960,PA4936,43.265,245,138,1,4,247,3,247,5.97e-67,205.0,249,0.9839357429718876,<=>
169,BSU_01010,PA4275,48.045,179,89,2,1,177,1,177,2.5000000000000002e-58,177.0,177,1.0112994350282485,<=>
170,BSU_01020,PA4274,64.539,141,49,1,1,140,1,141,1.94e-60,180.0,141,1.0,<=>
171,BSU_01030,PA4273,48.035,229,119,0,1,229,1,229,2.3999999999999997e-67,205.0,232,0.9870689655172413,<=>
172,BSU_01040,PA4272,39.157,166,101,0,1,166,1,166,4.79e-36,120.0,166,1.0,<=>
173,BSU_01050,PA4271,59.35,123,49,1,1,123,1,122,1.89e-20,77.8,123,1.0,<=>
182,BSU_01080,PA4269,51.739,1150,473,16,4,1116,14,1118,0.0,1155.0,1199,0.9591326105087573,<=>
184,BSU_01100,PA4268,67.647,136,31,1,1,136,1,123,1.12e-59,177.0,138,0.9855072463768116,<=>
185,BSU_01110,PA4267,58.974,156,64,0,1,156,1,156,5.000000000000001e-66,196.0,156,1.0,<=>
186,BSU_01120,PA2071,64.286,700,239,4,1,689,1,700,0.0,922.0,692,1.0115606936416186,<=>
