,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
2,Rv0002,BSU_00020,26.954,371,244,8,13,366,1,361,1.3199999999999999e-42,150.0,402,0.9228855721393034,<=>
3,Rv0003,BSU_00040,31.389,360,236,5,1,359,1,350,1.66e-50,171.0,385,0.935064935064935,<=>
4,Rv0005,BSU_00060,52.897,673,278,7,6,675,2,638,0.0,707.0,675,0.997037037037037,<=>
6,Rv0006,BSU_00070,50.124,804,393,4,14,816,8,804,0.0,801.0,838,0.9594272076372315,<=>
11,Rv0013,BSU_00750,48.663,187,93,2,3,189,2,185,3.39e-62,190.0,232,0.8060344827586207,<=>
15,Rv0014,BSU_15770,34.609,575,344,12,1,558,1,560,6.68e-99,312.0,626,0.9185303514376997,<=>
71,Rv0041,BSU_30320,45.154,939,368,17,34,968,7,802,0.0,769.0,969,0.9690402476780186,<=>
99,Rv0053,BSU_40910,35.789,95,61,0,1,95,1,95,5.730000000000001e-21,76.6,96,0.9895833333333334,<=>
100,Rv0054,BSU_40900,39.716,141,77,3,7,147,5,137,1.84e-25,93.2,164,0.8597560975609756,<=>
103,Rv0056,BSU_40500,34.752,141,89,3,1,141,1,138,5.07e-19,75.5,152,0.9276315789473685,<=>
107,Rv0063,BSU_08800,28.603,451,286,15,42,473,3,436,7.350000000000001e-37,138.0,479,0.941544885177453,<=>
109,Rv0067,BSU_05580,25.654,191,124,6,8,184,1,187,2.68e-09,51.2,189,1.0105820105820107,<=>
263,Rv0091,BSU_27270,32.8,250,140,5,5,250,3,228,5.62e-32,114.0,255,0.9803921568627451,<=>
351,Rv0103,BSU_33500,41.301,753,398,13,15,748,73,800,2.5600000000000003e-169,504.0,752,1.0013297872340425,<=>
358,Rv0106,BSU_03360,26.377,345,215,9,53,370,59,391,1.2e-26,107.0,398,0.8668341708542714,<=>
382,Rv0117,BSU_26630,21.705,258,181,5,1,253,1,242,2.33e-11,60.1,314,0.821656050955414,<=>
475,Rv0137,BSU_21690,40.667,150,85,1,7,152,8,157,3.77e-33,113.0,182,0.8241758241758241,<=>
488,Rv0147,BSU_37960,38.925,465,269,4,46,506,2,455,6.970000000000001e-116,346.0,506,0.9189723320158103,<=>
602,Rv0183,BSU_30510,31.2,250,163,7,23,268,4,248,1.43e-27,104.0,279,0.8960573476702509,<=>
605,Rv0187,BSU_27360,27.895,190,122,6,37,217,30,213,2.66e-12,60.8,220,0.8636363636363636,<=>
606,Rv0189,BSU_21870,45.063,557,297,5,20,573,5,555,1.7700000000000002e-161,469.0,575,0.9686956521739131,<=>
609,Rv0191,BSU_08540,27.248,367,240,7,16,373,5,353,4.7500000000000003e-26,105.0,413,0.8886198547215496,<=>
784,Rv0196,BSU_39990,30.939,181,116,2,5,181,8,183,1.32e-30,107.0,194,0.9329896907216495,<=>
797,Rv0205,BSU_27420,28.205,312,195,10,42,338,40,337,1.06e-22,94.7,367,0.8501362397820164,<=>
934,Rv0252,BSU_03300,34.932,813,488,18,14,811,4,790,1.57e-145,446.0,853,0.9531066822977726,<=>
942,Rv0263,BSU_04090,29.936,314,176,7,4,283,1,304,7.72e-33,120.0,300,1.0466666666666666,<=>
943,Rv0264,BSU_04080,29.224,219,126,5,13,207,11,224,9.81e-19,78.6,210,1.042857142857143,<=>
995,Rv0274,BSU_17840,26.923,156,78,7,12,167,2,121,8.61e-07,43.5,193,0.8082901554404145,<=>
1016,Rv0302,BSU_27170,23.837,172,117,6,19,189,12,170,1.49e-05,40.8,210,0.819047619047619,<=>
1027,Rv0306,BSU_05480,21.154,208,137,7,13,204,7,203,9.15e-06,42.0,223,0.9327354260089686,<=>
1033,Rv0319,BSU_02650,35.047,214,133,3,2,215,3,210,2.66e-41,137.0,222,0.963963963963964,<=>
1035,Rv0322,BSU_35580,40.682,440,249,7,2,439,3,432,6.560000000000001e-103,311.0,443,0.9932279909706546,<=>
1059,Rv0329,BSU_04180,29.31,174,112,4,27,198,4,168,6.9e-16,69.7,208,0.8365384615384616,<=>
1068,Rv0334,BSU_37840,38.115,244,146,4,1,242,1,241,5.88e-51,165.0,288,0.8472222222222222,<=>
1111,Rv0350,BSU_25470,59.091,616,236,7,1,616,1,600,0.0,704.0,625,0.9856,<=>
1124,Rv0357,BSU_40420,50.816,429,210,1,1,429,1,428,3.76e-160,456.0,432,0.9930555555555556,<=>
1126,Rv0362,BSU_13300,28.686,373,260,3,78,450,78,444,1.76e-54,185.0,460,0.8108695652173913,<=>
1127,Rv0363,BSU_37120,26.748,329,185,9,1,329,1,273,1.19e-22,92.8,344,0.9563953488372093,<=>
1132,Rv0371,BSU_32500,26.768,198,134,4,1,188,1,197,2.13e-14,65.9,197,1.0050761421319796,<=>
1134,Rv0373,BSU_32480,28.329,766,493,23,36,791,17,736,4.1300000000000004e-47,176.0,799,0.9586983729662077,<=>
1135,Rv0374,BSU_32470,42.361,144,81,1,2,145,15,156,5.829999999999999e-38,124.0,159,0.9056603773584906,<=>
1136,Rv0376,BSU_32510,26.912,353,214,11,2,348,10,324,4.9300000000000004e-26,103.0,380,0.9289473684210526,<=>
1150,Rv0385,BSU_13040,20.679,324,236,8,73,386,75,387,5.92e-13,66.6,390,0.8307692307692308,<=>
1158,Rv0389,BSU_02230,37.783,397,217,9,26,412,5,381,2.59e-78,244.0,419,0.9474940334128878,<=>
1164,Rv0392,BSU_32100,30.287,383,234,12,14,384,5,366,4.98e-33,126.0,470,0.8148936170212766,<=>
1233,Rv0406,BSU_19080,29.461,241,128,9,39,266,21,232,4.76e-16,72.4,272,0.8860294117647058,<=>
1241,Rv0409,BSU_29470,43.511,393,205,4,3,379,2,393,1.05e-107,319.0,385,1.0207792207792208,<=>
1253,Rv0414,BSU_38290,32.075,212,129,6,11,218,15,215,1.2399999999999999e-23,91.3,222,0.954954954954955,<=>
1255,Rv0415,BSU_11670,28.412,359,188,17,18,334,15,346,2.94e-16,75.9,340,1.0558823529411765,<=>
1257,Rv0417,BSU_11690,48.996,249,125,1,4,250,2,250,1.2e-75,227.0,252,0.9880952380952381,<=>
1259,Rv0418,BSU_38470,28.178,472,287,15,8,473,1,426,1.42e-30,120.0,500,0.944,<=>
1261,Rv0422,BSU_11710,36.68,259,163,1,1,259,1,258,4.1e-40,137.0,265,0.9773584905660377,<=>
1263,Rv0423,BSU_08790,64.716,581,145,7,14,542,17,589,0.0,750.0,547,1.0621572212065813,<=>
1268,Rv0427,BSU_40880,27.372,274,158,10,24,284,1,246,5.32e-22,89.4,291,0.9415807560137457,<=>
1271,Rv0429,BSU_14560,27.607,163,102,5,10,162,11,167,4.89e-10,53.5,197,0.8274111675126904,<=>
1277,Rv0438,BSU_14280,33.416,404,258,3,4,401,10,408,5.49e-60,197.0,405,0.9975308641975309,<=>
1299,Rv0440,BSU_06030,64.313,524,187,0,1,524,1,524,0.0,675.0,540,0.9703703703703703,<=>
1315,Rv0458,BSU_19310,43.271,483,260,7,23,501,23,495,2.67e-128,380.0,507,0.9526627218934911,<=>
1326,Rv0462,BSU_24060,41.684,475,262,8,2,464,3,474,8.4e-107,322.0,464,1.0237068965517242,<=>
1339,Rv0468,BSU_24160,43.972,282,156,2,5,286,3,282,3.27e-76,231.0,286,0.986013986013986,<=>
