,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
96,XNR_RS00370,SACI_RS01545,27.536,345,181,13,14,319,3,317,2.31e-09,54.7,407,0.8476658476658476,<=>
117,XNR_RS00445,SACI_RS10470,35.0,220,133,4,4,217,2,217,7.36e-28,102.0,233,0.944206008583691,<=>
132,XNR_RS00590,SACI_RS00500,24.316,329,222,11,1,318,3,315,1.08e-19,85.9,393,0.8371501272264631,<=>
133,XNR_RS00595,SACI_RS07055,35.897,273,160,9,12,281,3,263,3.02e-41,142.0,335,0.8149253731343283,<=>
200,XNR_RS00715,SACI_RS01190,46.35,274,145,1,17,290,3,274,2.02e-92,272.0,301,0.9102990033222591,<=>
202,XNR_RS00725,SACI_RS11060,43.825,251,139,2,13,262,2,251,1.67e-74,224.0,267,0.9400749063670412,<=>
211,XNR_RS00730,SACI_RS01885,28.137,263,181,3,9,270,7,262,4.45e-20,84.3,298,0.8825503355704698,<=>
246,XNR_RS00795,SACI_RS00360,29.661,118,79,2,7,124,5,118,2.78e-14,61.6,140,0.8428571428571429,<=>
371,XNR_RS00955,SACI_RS05050,26.233,446,293,16,3,419,1,439,1.16e-25,105.0,476,0.9369747899159664,<=>
414,XNR_RS01055,SACI_RS08800,36.019,422,253,5,11,419,2,419,1.64e-71,228.0,444,0.9504504504504504,<=>
432,XNR_RS01070,SACI_RS01795,27.16,243,163,5,3,241,8,240,7.12e-22,88.6,303,0.801980198019802,<=>
433,XNR_RS01075,SACI_RS01790,29.31,232,140,8,25,248,4,219,9.29e-19,79.0,270,0.8592592592592593,<=>
457,XNR_RS01120,SACI_RS11020,41.401,157,81,5,19,174,15,161,2.1300000000000002e-29,103.0,184,0.8532608695652174,<=>
500,XNR_RS01300,SACI_RS01445,26.299,308,198,12,21,315,19,310,5.31e-17,76.6,340,0.9058823529411765,<=>
541,XNR_RS01370,SACI_RS01175,23.264,288,187,11,26,302,2,266,7.59e-14,66.6,312,0.9230769230769231,<=>
583,XNR_RS01430,SACI_RS05120,22.564,390,265,10,66,432,21,396,8.179999999999999e-23,95.9,436,0.8944954128440367,<=>
611,XNR_RS01480,SACI_RS08245,28.99,307,184,10,12,315,7,282,1.72e-28,109.0,371,0.8274932614555256,<=>
789,XNR_RS01785,SACI_RS11105,21.927,301,205,11,9,288,1,292,8.31e-12,60.8,318,0.9465408805031447,<=>
800,XNR_RS01800,SACI_RS04380,46.203,158,84,1,3,160,8,164,5.18e-49,152.0,161,0.9813664596273292,<=>
803,XNR_RS01805,SACI_RS10985,28.79,785,486,23,6,758,1,744,2.4e-66,230.0,767,1.0234680573663624,<=>
812,XNR_RS01810,SACI_RS08240,32.075,477,278,20,4,454,1,457,1.14e-41,150.0,454,1.050660792951542,<=>
830,XNR_RS01830,SACI_RS01325,37.102,283,167,4,10,292,2,273,3.09e-44,149.0,305,0.9278688524590164,<=>
955,XNR_RS01965,SACI_RS01555,42.322,267,134,4,9,275,7,253,3.65e-71,216.0,280,0.9535714285714286,<=>
985,XNR_RS02005,SACI_RS11125,30.0,90,62,1,5,94,2,90,1.27e-18,70.1,101,0.8910891089108911,<=>
1005,XNR_RS02175,SACI_RS10305,22.911,371,208,18,91,443,91,401,2.13e-08,52.0,450,0.8244444444444444,<=>
1081,XNR_RS02255,SACI_RS01525,30.556,288,171,7,10,297,3,261,2.4200000000000003e-37,130.0,320,0.9,<=>
1082,XNR_RS02260,SACI_RS05175,32.877,146,95,1,4,146,5,150,1.5e-22,84.7,170,0.8588235294117647,<=>
1133,XNR_RS02295,SACI_RS01865,43.348,233,122,6,17,248,23,246,4.47e-57,179.0,249,0.9357429718875502,<=>
1174,XNR_RS02355,SACI_RS05975,42.945,163,88,4,3,164,12,170,4.13e-34,115.0,169,0.9644970414201184,<=>
1175,XNR_RS02360,SACI_RS04430,27.715,534,293,24,4,468,1,510,2.62e-28,113.0,476,1.1218487394957983,<=>
1186,XNR_RS02410,SACI_RS00035,26.971,241,149,11,5,234,3,227,1.42e-09,53.5,280,0.8607142857142858,<=>
1188,XNR_RS02430,SACI_RS02070,25.654,573,300,27,42,590,3,473,1.31e-25,106.0,602,0.9518272425249169,<=>
1229,XNR_RS02525,SACI_RS08505,27.655,499,318,17,42,519,40,516,1.75e-36,139.0,545,0.9155963302752294,<=>
1411,XNR_RS02750,SACI_RS10060,33.842,393,211,17,19,393,2,363,4.69e-48,163.0,394,0.9974619289340102,<=>
