,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
3,Rv0002,b3701,27.99,393,251,9,13,400,1,366,3.51e-36,132.0,402,0.9776119402985075,<=>
4,Rv0003,b3700,28.117,377,213,10,1,359,1,337,1.64e-26,105.0,385,0.9792207792207792,<=>
8,Rv0006,b2231,44.807,857,429,7,15,834,8,857,0.0,733.0,838,1.022673031026253,<=>
10,Rv0009,b0525,33.889,180,87,7,17,182,2,163,4.57e-19,77.0,182,0.989010989010989,<=>
12,Rv0013,b3360,50.267,187,90,2,3,189,2,185,4.72e-60,184.0,232,0.8060344827586207,<=>
35,Rv0038,b2948,28.235,170,107,3,24,183,7,171,1.03e-15,68.9,202,0.8415841584158416,<=>
36,Rv0041,b0642,37.244,929,453,22,69,969,33,859,4.4700000000000007e-179,539.0,969,0.9587203302373581,<=>
56,Rv0056,b4203,40.132,152,87,4,1,151,1,149,7.85e-25,90.5,152,1.0,<=>
74,Rv0069,b1814,50.972,463,203,8,3,454,2,451,4.0000000000000004e-144,417.0,461,1.0043383947939262,<=>
77,Rv0070,b2551,54.327,416,181,4,7,419,7,416,8.15e-150,429.0,425,0.9788235294117648,<=>
188,Rv0083,b2482,30.975,636,399,15,21,639,57,669,1.44e-77,257.0,640,0.99375,<=>
195,Rv0084,b2722,33.904,292,188,3,17,308,17,303,4.3e-44,150.0,316,0.9240506329113924,<=>
201,Rv0086,b2484,27.67,412,267,13,65,464,75,467,4.18e-24,102.0,488,0.8442622950819673,<=>
217,Rv0091,b0159,28.685,251,156,4,3,252,1,229,8.709999999999999e-23,90.5,255,0.984313725490196,<=>
218,Rv0092,b0484,38.306,744,424,12,17,740,102,830,9.57e-127,395.0,761,0.9776609724047306,<=>
271,Rv0113,b3149,37.566,189,112,3,11,196,9,194,1.23e-35,121.0,196,0.9642857142857143,<=>
286,Rv0117,b1422,27.687,307,185,11,3,285,13,306,3.07e-10,57.0,314,0.9777070063694268,<=>
305,Rv0118,b2373,59.68,563,220,2,12,574,7,562,0.0,666.0,582,0.9673539518900344,<=>
327,Rv0125,b3235,29.508,366,219,11,13,353,1,352,9.74e-25,100.0,355,1.0309859154929577,<=>
383,Rv0149,b3253,28.889,270,178,8,1,261,1,265,2.83e-19,84.0,322,0.8385093167701864,<=>
393,Rv0157,b1602,44.979,478,235,10,6,475,5,462,1.16e-119,355.0,475,1.0063157894736843,<=>
395,Rv0158,b3264,24.537,216,140,7,1,202,1,207,2.67e-06,43.5,214,1.0093457943925233,<=>
433,Rv0181,b3439,35.345,232,144,4,5,235,2,228,5.730000000000001e-43,142.0,244,0.9508196721311475,<=>
439,Rv0186,b2132,27.714,700,427,21,29,677,87,758,6.16e-63,220.0,691,1.0130246020260492,<=>
441,Rv0189,b3771,39.344,610,312,9,18,573,3,608,1.46e-129,389.0,575,1.0608695652173914,<=>
446,Rv0191,b1528,29.714,350,229,7,26,371,18,354,1.1900000000000001e-29,115.0,413,0.847457627118644,<=>
624,Rv0196,b1649,25.126,199,117,9,5,185,10,194,4.97e-06,42.4,194,1.0257731958762886,<=>
639,Rv0208,b2960,36.245,229,136,4,27,252,16,237,2.43e-40,136.0,263,0.870722433460076,<=>
640,Rv0212,b4390,30.548,347,205,13,2,320,65,403,6.51e-38,136.0,323,1.0743034055727554,<=>
652,Rv0222,b0036,41.767,249,135,5,22,261,13,260,6.25e-46,152.0,262,0.950381679389313,<=>
674,Rv0230,b3379,30.82,305,191,7,17,320,7,292,3.19e-34,124.0,326,0.9355828220858896,<=>
678,Rv0234,b1525,45.455,451,243,1,59,509,11,458,1.79e-126,374.0,511,0.8825831702544031,<=>
709,Rv0243,b2342,38.249,434,249,7,14,440,14,435,2.63e-78,247.0,440,0.9863636363636363,<=>
723,Rv0252,b3365,49.762,840,400,8,16,845,6,833,0.0,803.0,853,0.984759671746776,<=>
730,Rv0253,b3366,42.857,98,54,2,10,106,4,100,6.149999999999999e-23,83.2,118,0.8305084745762712,<=>
731,Rv0254,b1993,37.173,191,92,5,1,174,1,180,2.2300000000000002e-29,103.0,174,1.0977011494252873,<=>
735,Rv0263,b0712,35.106,282,169,6,4,278,2,276,2.3299999999999997e-40,140.0,300,0.94,<=>
736,Rv0264,b0711,33.498,203,125,4,13,207,10,210,3.26e-26,97.8,210,0.9666666666666667,<=>
738,Rv0267,b1223,41.048,458,233,7,24,455,15,461,3.09e-96,295.0,463,0.9892008639308856,<=>
755,Rv0294,b1519,38.095,252,147,2,2,251,4,248,3.65e-59,185.0,261,0.9655172413793104,<=>
757,Rv0296,b3678,23.707,464,227,18,25,414,19,429,1.31e-17,82.0,465,0.9978494623655914,<=>
769,Rv0317,b3449,27.53,247,148,6,12,243,10,240,8.7e-14,65.9,256,0.96484375,<=>
771,Rv0321,b2065,43.158,190,98,3,1,181,1,189,1.1499999999999999e-42,139.0,190,1.0,<=>
773,Rv0322,b3787,27.952,415,256,12,4,397,7,399,1.4200000000000002e-35,133.0,443,0.9367945823927766,<=>
788,Rv0334,b2039,61.972,284,107,1,2,284,5,288,3.6399999999999997e-131,371.0,288,0.9861111111111112,<=>
792,Rv0337,b2290,59.75,400,160,1,30,429,6,404,0.0,533.0,429,0.9324009324009324,<=>
816,Rv0350,b0014,54.037,644,254,6,1,616,1,630,0.0,655.0,625,1.0304,<=>
826,Rv0357,b4177,51.059,425,205,3,4,426,5,428,7.01e-155,442.0,432,0.9837962962962963,<=>
827,Rv0363,b2925,40.95,337,176,8,16,336,25,354,3.09e-75,233.0,344,0.9796511627906976,<=>
831,Rv0364,b2317,40.0,185,110,1,24,207,25,209,1.86e-46,150.0,227,0.8149779735682819,<=>
838,Rv0373,b2866,28.92,778,503,21,28,789,1,744,2e-74,254.0,799,0.9737171464330413,<=>
845,Rv0375,b0285,28.938,273,139,12,14,237,24,290,1.88e-10,57.4,286,0.9545454545454546,<=>
849,Rv0376,b0283,26.531,343,178,7,6,348,37,305,2.82e-14,69.7,380,0.9026315789473685,<=>
869,Rv0384,b2592,55.254,847,365,3,7,841,7,851,0.0,929.0,848,0.9988207547169812,<=>
880,Rv0389,b1849,41.191,403,210,9,18,414,9,390,3.99e-80,249.0,419,0.9618138424821002,<=>
885,Rv0392,b1109,28.266,421,259,14,16,409,7,411,7.39e-34,129.0,470,0.8957446808510638,<=>
902,Rv0408,b2297,37.725,721,398,17,4,685,2,710,8.100000000000001e-132,402.0,690,1.0449275362318842,<=>
905,Rv0409,b2296,41.96,398,209,8,2,379,3,398,2.45e-92,280.0,385,1.0337662337662337,<=>
915,Rv0414,b3993,36.923,195,108,4,23,214,20,202,6.44e-20,81.3,222,0.8783783783783784,<=>
918,Rv0417,b3991,50.0,246,122,1,6,250,2,247,3.14e-76,229.0,252,0.9761904761904762,<=>
921,Rv0422,b2103,39.3,257,153,3,1,256,1,255,1.73e-51,166.0,265,0.969811320754717,<=>
923,Rv0423,b3994,58.32,607,157,5,22,543,31,626,0.0,687.0,547,1.1096892138939671,<=>
929,Rv0427,b1749,28.889,270,175,6,24,284,1,262,1.05e-27,105.0,291,0.9278350515463918,<=>
930,Rv0429,b3287,34.969,163,89,5,1,162,1,147,8.43e-24,89.7,197,0.8274111675126904,<=>
932,Rv0433,b0581,28.869,336,226,3,11,339,5,334,5.72e-47,161.0,376,0.8936170212765957,<=>
935,Rv0438,b0827,36.176,387,228,5,11,389,14,389,2.31e-62,203.0,405,0.9555555555555556,<=>
949,Rv0440,b4143,59.434,530,213,2,2,529,3,532,0.0,601.0,540,0.9814814814814815,<=>
951,Rv0447,b1661,30.457,394,228,11,36,423,19,372,3.71e-46,160.0,427,0.9227166276346604,<=>
962,Rv0458,b3588,66.335,502,169,0,6,507,11,512,0.0,716.0,507,0.9901380670611439,<=>
973,Rv0462,b0116,38.055,473,265,12,6,463,9,468,2.55e-80,254.0,464,1.019396551724138,<=>
982,Rv0467,b4015,62.295,427,150,7,11,427,9,434,0.0,532.0,428,0.9976635514018691,<=>
993,Rv0473,b4336,32.992,391,233,7,84,454,36,417,2.38e-58,195.0,456,0.8574561403508771,<=>
997,Rv0482,b3972,33.333,354,200,14,21,366,5,330,1.88e-43,150.0,369,0.959349593495935,<=>
998,Rv0484,b1539,37.917,240,142,3,10,242,2,241,1.26e-47,155.0,251,0.9561752988047809,<=>
1019,Rv0488,b2923,38.202,178,108,2,8,183,19,196,1.49e-28,103.0,201,0.8855721393034826,<=>
1020,Rv0489,b0755,51.57,223,106,1,6,226,5,227,1.78e-80,239.0,249,0.8955823293172691,<=>
1094,Rv0498,b4474,19.853,272,174,9,5,254,1,250,3.3e-08,50.4,280,0.9714285714285714,<=>
1095,Rv0500,b0386,34.266,286,163,6,7,290,4,266,5.18e-40,137.0,295,0.9694915254237289,<=>
