Source,Target,Weight
XNR_RS03030,XNR_RS03370,0.19539823132419815
XNR_RS03030,XNR_RS05170,0.1355256053384101
XNR_RS03030,XNR_RS05970,0.5446429538104827
XNR_RS03030,XNR_RS07195,0.3612337606345573
XNR_RS03030,XNR_RS07380,0.21638676530136047
XNR_RS03030,XNR_RS07515,0.02784072655780449
XNR_RS03030,XNR_RS07520,0.03417750475459844
XNR_RS03030,XNR_RS07755,0.34553185826807564
XNR_RS03030,XNR_RS07760,0.5549062044122247
XNR_RS03030,XNR_RS07865,0.24063500865871457
XNR_RS03030,XNR_RS08220,0.02779283658308933
XNR_RS03030,XNR_RS09750,0.16103664908953674
XNR_RS03030,XNR_RS09755,0.43579348887634567
XNR_RS03030,XNR_RS10635,0.20837968531392578
XNR_RS03030,XNR_RS11170,0.14069469028685627
XNR_RS03030,XNR_RS12225,0.19381830642240871
XNR_RS03030,XNR_RS12230,0.18187425897621018
XNR_RS03030,XNR_RS12235,0.04272970304435718
XNR_RS03030,XNR_RS12240,0.1297472708552699
XNR_RS03030,XNR_RS13405,0.20721051007763516
XNR_RS03030,XNR_RS13410,0.1994143850187138
XNR_RS03030,XNR_RS13665,0.11230166781380671
XNR_RS03030,XNR_RS14315,0.23160370289676527
XNR_RS03030,XNR_RS14320,0.4061479343698616
XNR_RS03030,XNR_RS14400,0.2049667587961524
XNR_RS03030,XNR_RS14455,0.061385512346822366
XNR_RS03030,XNR_RS14850,0.10251723813868545
XNR_RS03030,XNR_RS16255,0.036816909600430034
XNR_RS03030,XNR_RS16370,0.4341953261451057
XNR_RS03030,XNR_RS17300,0.18125341613341647
XNR_RS03030,XNR_RS17485,0.4868431727473339
XNR_RS03030,XNR_RS18855,0.41258491550768744
XNR_RS03030,XNR_RS19540,0.2848094104331282
XNR_RS03030,XNR_RS19730,0.12011744958297575
XNR_RS03030,XNR_RS19800,0.3011045457396889
XNR_RS03030,XNR_RS22170,0.15449658538901362
XNR_RS03030,XNR_RS25810,0.15649919785431385
XNR_RS03030,XNR_RS25815,0.10222232568703525
XNR_RS03030,XNR_RS26190,0.23722166267310166
XNR_RS03030,XNR_RS27425,0.12437050222897031
XNR_RS03030,XNR_RS27905,0.20608686129620984
XNR_RS03030,XNR_RS28030,0.05980390111318963
XNR_RS03030,XNR_RS29215,0.18470293721429423
XNR_RS03030,XNR_RS07675,0.05792488185058777
XNR_RS03030,BGC-19-20 deletion,0.1413968510615718
XNR_RS03030,Glutamine,0.21797794135622897
XNR_RS03030,Prophages,0.12498873706009477
XNR_RS03030,Surugamide repressor,0.021411044748401133
XNR_RS03030,ArsR,0.33478852170851253
XNR_RS03030,Paulomycin-1,0.12080070999435936
XNR_RS03030,UC-1,0.3479871051116721
XNR_RS03030,Cyclofaulknamycin-1,0.21972187448716035
XNR_RS03030,Leucine,0.2229776193070956
XNR_RS03030,UC-2,0.22033969593494973
XNR_RS03030,ABC transporter,0.1022140352041529
XNR_RS03030,Histidine,0.09549514499441793
XNR_RS03030,UC-3,0.04577244954481846
XNR_RS03030,Cysteine,0.4194781788203413
XNR_RS03030,UC-4,0.1595156087248609
XNR_RS03030,UC-5,0.26421164529789865
XNR_RS03030,Minimycin deletion,0.20224642710112356
XNR_RS03030,RpoH,0.13426851754687522
XNR_RS03030,Isorenieratene/streptamidine,0.3884552976565459
XNR_RS03030,Mannitol/xylose,0.02439865843351988
XNR_RS03030,WhiH,0.4403489539089477
XNR_RS03030,WblA,0.4287974652199721
XNR_RS03030,Sucrose,0.2511531900252527
XNR_RS03030,Sulfate,0.009500215980504628
XNR_RS03030,Phosphate,0.22843639683912748
XNR_RS03030,Ribosomal,0.1703675115286981
XNR_RS03030,Phospholipid,0.010705959661826204
XNR_RS03030,Glycerol,0.2735173062008012
XNR_RS03030,RpoE,0.1053328801115023
XNR_RS03030,Carbohydrate metabolism-1,0.03758125092198008
XNR_RS03030,Phenylacetate,0.20919889367889874
XNR_RS03030,WhiB3,0.3182179338237299
XNR_RS03030,Potassium,0.10367083258316315
XNR_RS03030,Mce transporters,0.1988583021095708
XNR_RS03030,Nitrogen/Ammonia/Urea,0.2297058875622581
XNR_RS03030,Stress,0.13175124074229105
XNR_RS03030,Cyclofaulknamycin-2,0.32846550747470843
XNR_RS03030,Cytochrome,0.09029086179772797
XNR_RS03030,Transketolase,0.37021971813030946
XNR_RS03030,Carbohydrate metabolism-2,0.1765418594393463
XNR_RS03030,Fructose,0.1783141906654929
XNR_RS03030,BGC-1 related,0.34258741294586326
XNR_RS03030,UC-6,0.12498931232532798
XNR_RS03030,zwf,0.07750578933843247
XNR_RS03030,UC-7,0.029535805651289694
XNR_RS03030,NRPS BGC-14 related,0.29635828122821845
XNR_RS03030,Paulomycin-2,0.22380382322109488
XNR_RS03030,Surugamide F,0.17072391331659245
XNR_RS03030,Minimycin/dudomycin,0.05284794393873145
XNR_RS03030,SigK,0.2608021474665699
XNR_RS03030,Mms,0.07127462092990075
XNR_RS03030,NDH,0.07761634863294593
XNR_RS03030,SAL-2242,0.39161505239915245
XNR_RS03030,araBAD,0.08292488031415238
XNR_RS03030,LAP/Thiopeptide BGC-11,0.10027623521028521
XNR_RS03030,Cell membrane,0.4184773228212339
XNR_RS03030,Candicidin/antimycin,0.1694523002936217
XNR_RS03030,DNA damage,0.00339419382536082
XNR_RS03030,SigE,0.46622904161929346
XNR_RS03030,Glycosyltransferase,0.23242798987520671
XNR_RS03030,Lipid metabolism,0.03102410744583035
XNR_RS03030,Large genome deletion,0.2093415364482618
XNR_RS03030,SGR PTMs,0.42257917077018337
XNR_RS03030,Iron acquisition,0.23087692671720264
XNR_RS03030,RpoS,0.20644556237094866
XNR_RS03030,UC-8,0.2523965264670819
XNR_RS03030,Cellobiose,0.06661733806492964
XNR_RS03030,Paulomycin-3,0.019099732062493914
XNR_RS03030,Fatty Acid,0.11608353221335133
XNR_RS03030,Nitrate,0.41674051133507006
XNR_RS03030,Nucleotide,0.05161911888536224
XNR_RS03030,Translation,0.2157035063989642
XNR_RS03030,Cell motility,0.12243706378676401
XNR_RS03030,Quorum sensing,0.11472357568556338
XNR_RS03030,Serine protease,0.048512733596936315
XNR_RS03030,Surugamide,0.44452361504100035
XNR_RS03030,Amino acid transport,0.2882176122389787
XNR_RS03030,UC-9,0.05677734333619005
XNR_RS03370,XNR_RS03030,0.19539823132419815
XNR_RS03370,XNR_RS05170,0.2323335719070727
XNR_RS03370,XNR_RS05970,0.26219890508214594
XNR_RS03370,XNR_RS07195,0.086736746564231
XNR_RS03370,XNR_RS07380,0.034551078176925494
XNR_RS03370,XNR_RS07515,0.012211714012856329
XNR_RS03370,XNR_RS07520,0.09358419145559219
XNR_RS03370,XNR_RS07755,0.20466363711537122
XNR_RS03370,XNR_RS07760,0.11741579314178514
XNR_RS03370,XNR_RS07865,0.41391146646909577
XNR_RS03370,XNR_RS08220,0.3072183394198272
XNR_RS03370,XNR_RS09750,0.4053914423632895
XNR_RS03370,XNR_RS09755,0.09755002814046883
XNR_RS03370,XNR_RS10635,0.21411412696241883
XNR_RS03370,XNR_RS11170,0.058662495791095094
XNR_RS03370,XNR_RS12225,0.012763801802353836
XNR_RS03370,XNR_RS12230,0.19567155666500263
XNR_RS03370,XNR_RS12235,0.14683433921872727
XNR_RS03370,XNR_RS12240,0.0498944569803584
XNR_RS03370,XNR_RS13405,0.026563198268986978
XNR_RS03370,XNR_RS13410,0.14509983663656503
XNR_RS03370,XNR_RS13665,0.1895064380307422
XNR_RS03370,XNR_RS14315,0.16841266273234123
XNR_RS03370,XNR_RS14320,0.27496595585003636
XNR_RS03370,XNR_RS14400,0.08538407658229741
XNR_RS03370,XNR_RS14455,0.19521952356145697
XNR_RS03370,XNR_RS14850,0.2254596729727299
XNR_RS03370,XNR_RS16255,0.11710472451802319
XNR_RS03370,XNR_RS16370,0.08238932501489764
XNR_RS03370,XNR_RS17300,0.003625034598060316
XNR_RS03370,XNR_RS17485,0.06027534908807249
XNR_RS03370,XNR_RS18855,0.1945119161563629
XNR_RS03370,XNR_RS19540,0.12273115745200892
XNR_RS03370,XNR_RS19730,0.22584050874448106
XNR_RS03370,XNR_RS19800,0.17134284620730778
XNR_RS03370,XNR_RS22170,0.2005000246186746
XNR_RS03370,XNR_RS25810,0.7677611630988611
XNR_RS03370,XNR_RS25815,0.774603588392416
XNR_RS03370,XNR_RS26190,0.32091081107354996
XNR_RS03370,XNR_RS27425,0.21363304936067284
XNR_RS03370,XNR_RS27905,0.5870749193726034
XNR_RS03370,XNR_RS28030,0.6861432790706528
XNR_RS03370,XNR_RS29215,0.2781654304137972
XNR_RS03370,XNR_RS07675,0.3577246046192461
XNR_RS03370,BGC-19-20 deletion,0.7532158272492312
XNR_RS03370,Glutamine,0.12021116508655288
XNR_RS03370,Prophages,0.0505195771675384
XNR_RS03370,Surugamide repressor,0.0010812453975597115
XNR_RS03370,ArsR,0.17557777735896402
XNR_RS03370,Paulomycin-1,0.5231612122876509
XNR_RS03370,UC-1,0.16318971344365057
XNR_RS03370,Cyclofaulknamycin-1,0.03174005624521659
XNR_RS03370,Leucine,0.24587976537879988
XNR_RS03370,UC-2,0.07028792482291735
XNR_RS03370,ABC transporter,0.02609439933704439
XNR_RS03370,Histidine,0.3111839239480549
XNR_RS03370,UC-3,0.24644876706946878
XNR_RS03370,Cysteine,0.0590612470965694
XNR_RS03370,UC-4,0.3080249081425843
XNR_RS03370,UC-5,0.07137135338174257
XNR_RS03370,Minimycin deletion,0.832017260747335
XNR_RS03370,RpoH,0.3279968146462016
XNR_RS03370,Isorenieratene/streptamidine,0.39175031076758604
XNR_RS03370,Mannitol/xylose,0.2789800855284075
XNR_RS03370,WhiH,0.07102873906418739
XNR_RS03370,WblA,0.03934190219975827
XNR_RS03370,Sucrose,0.22853085500735615
XNR_RS03370,Sulfate,0.3075073782544739
XNR_RS03370,Phosphate,0.03980381147355389
XNR_RS03370,Ribosomal,0.4440838326441717
XNR_RS03370,Phospholipid,0.10295855012227276
XNR_RS03370,Glycerol,0.2191581029390289
XNR_RS03370,RpoE,0.05138330249474911
XNR_RS03370,Carbohydrate metabolism-1,0.026893652644313457
XNR_RS03370,Phenylacetate,0.0866590765851391
XNR_RS03370,WhiB3,0.06085005116049769
XNR_RS03370,Potassium,0.13627074392339059
XNR_RS03370,Mce transporters,0.2974762592609203
XNR_RS03370,Nitrogen/Ammonia/Urea,0.23910955632809053
XNR_RS03370,Stress,0.16043475076679942
XNR_RS03370,Cyclofaulknamycin-2,0.10265258301383968
XNR_RS03370,Cytochrome,0.28806934006920987
XNR_RS03370,Transketolase,0.23464116280623884
XNR_RS03370,Carbohydrate metabolism-2,0.1735253051101692
XNR_RS03370,Fructose,0.4905354916346883
XNR_RS03370,BGC-1 related,0.3567876455712673
XNR_RS03370,UC-6,0.15383646645646223
XNR_RS03370,zwf,0.10522889955234242
XNR_RS03370,UC-7,0.012740996877087948
XNR_RS03370,NRPS BGC-14 related,0.0653462228692326
XNR_RS03370,Paulomycin-2,0.11805546438278279
XNR_RS03370,Surugamide F,0.33310184312761076
XNR_RS03370,Minimycin/dudomycin,0.3250798986995357
XNR_RS03370,SigK,0.6778661010754162
XNR_RS03370,Mms,0.32159201139504545
XNR_RS03370,NDH,0.08552473173038713
XNR_RS03370,SAL-2242,0.15868716739943048
XNR_RS03370,araBAD,0.09891465375579316
XNR_RS03370,LAP/Thiopeptide BGC-11,0.28494802195786656
XNR_RS03370,Cell membrane,0.07163625454436214
XNR_RS03370,Candicidin/antimycin,0.3597216786102108
XNR_RS03370,DNA damage,0.06797708905680026
XNR_RS03370,SigE,0.12341880074863015
XNR_RS03370,Glycosyltransferase,0.10901148169745285
XNR_RS03370,Lipid metabolism,0.06257409881474431
XNR_RS03370,Large genome deletion,0.65593153566487
XNR_RS03370,SGR PTMs,0.4116152166784368
XNR_RS03370,Iron acquisition,0.21905090292012608
XNR_RS03370,RpoS,0.0008664921597608584
XNR_RS03370,UC-8,0.4900822168676065
XNR_RS03370,Cellobiose,0.23554581374605107
XNR_RS03370,Paulomycin-3,0.006809826835960225
XNR_RS03370,Fatty Acid,0.1073089587232803
XNR_RS03370,Nitrate,0.15034861678513178
XNR_RS03370,Nucleotide,0.14621259547823834
XNR_RS03370,Translation,0.21266275025700115
XNR_RS03370,Cell motility,0.02153720419503965
XNR_RS03370,Quorum sensing,0.31809589483109635
XNR_RS03370,Serine protease,0.08006349719551768
XNR_RS03370,Surugamide,0.13442284150180575
XNR_RS03370,Amino acid transport,0.01812061574043399
XNR_RS03370,UC-9,0.21605891481869385
XNR_RS05170,XNR_RS03030,0.1355256053384101
XNR_RS05170,XNR_RS03370,0.2323335719070727
XNR_RS05170,XNR_RS05970,0.12583819765945767
XNR_RS05170,XNR_RS07195,0.0007851941610593204
XNR_RS05170,XNR_RS07380,0.07941182544270298
XNR_RS05170,XNR_RS07515,0.07279096970757416
XNR_RS05170,XNR_RS07520,0.12109557756402574
XNR_RS05170,XNR_RS07755,0.02009826247250131
XNR_RS05170,XNR_RS07760,0.004868229507786439
XNR_RS05170,XNR_RS07865,0.009398678033102834
XNR_RS05170,XNR_RS08220,0.36548025847262805
XNR_RS05170,XNR_RS09750,0.053461697746612684
XNR_RS05170,XNR_RS09755,0.031927049585033014
XNR_RS05170,XNR_RS10635,0.15178400393535021
XNR_RS05170,XNR_RS11170,0.024364317578479254
XNR_RS05170,XNR_RS12225,0.10383657447451843
XNR_RS05170,XNR_RS12230,0.09793811035172353
XNR_RS05170,XNR_RS12235,0.0925741542160071
XNR_RS05170,XNR_RS12240,0.1347545880637161
XNR_RS05170,XNR_RS13405,0.12408763396267429
XNR_RS05170,XNR_RS13410,0.021489652141579073
XNR_RS05170,XNR_RS13665,0.1617339709068917
XNR_RS05170,XNR_RS14315,0.0015539847304537012
XNR_RS05170,XNR_RS14320,0.07233859875434055
XNR_RS05170,XNR_RS14400,0.15560047393069273
XNR_RS05170,XNR_RS14455,0.10639499736403919
XNR_RS05170,XNR_RS14850,0.07360554569980403
XNR_RS05170,XNR_RS16255,0.09314054415194935
XNR_RS05170,XNR_RS16370,0.02434468102460183
XNR_RS05170,XNR_RS17300,0.29568201447036246
XNR_RS05170,XNR_RS17485,0.0026571464814069
XNR_RS05170,XNR_RS18855,0.11930862368840678
XNR_RS05170,XNR_RS19540,0.13286480379569685
XNR_RS05170,XNR_RS19730,0.14854536811119234
XNR_RS05170,XNR_RS19800,0.0953100940203748
XNR_RS05170,XNR_RS22170,0.17769483924255114
XNR_RS05170,XNR_RS25810,0.20265174287339827
XNR_RS05170,XNR_RS25815,0.2763972158071081
XNR_RS05170,XNR_RS26190,0.09302920082490279
XNR_RS05170,XNR_RS27425,0.031492862688553176
XNR_RS05170,XNR_RS27905,0.12692898023183544
XNR_RS05170,XNR_RS28030,0.08911431163282398
XNR_RS05170,XNR_RS29215,0.11706999406320373
XNR_RS05170,XNR_RS07675,0.258714947693024
XNR_RS05170,BGC-19-20 deletion,0.014333362358917587
XNR_RS05170,Glutamine,0.12081960572415715
XNR_RS05170,Prophages,0.1987189662934497
XNR_RS05170,Surugamide repressor,0.35332673273652027
XNR_RS05170,ArsR,0.060233325153198534
XNR_RS05170,Paulomycin-1,0.03211532619244346
XNR_RS05170,UC-1,0.1133853558872424
XNR_RS05170,Cyclofaulknamycin-1,0.1268522703922313
XNR_RS05170,Leucine,0.13868862587603156
XNR_RS05170,UC-2,0.09948824941091657
XNR_RS05170,ABC transporter,0.03417617199651563
XNR_RS05170,Histidine,0.15231801017356364
XNR_RS05170,UC-3,0.22216761925667253
XNR_RS05170,Cysteine,0.031265746837582216
XNR_RS05170,UC-4,0.16044035415160085
XNR_RS05170,UC-5,0.05998082060124247
XNR_RS05170,Minimycin deletion,0.03568710096517277
XNR_RS05170,RpoH,0.5853605724475938
XNR_RS05170,Isorenieratene/streptamidine,0.026446601415598337
XNR_RS05170,Mannitol/xylose,0.024358884143060894
XNR_RS05170,WhiH,0.03262838010478941
XNR_RS05170,WblA,0.04280032231428014
XNR_RS05170,Sucrose,0.2182685060122387
XNR_RS05170,Sulfate,0.19729450680884378
XNR_RS05170,Phosphate,0.09935055050606582
XNR_RS05170,Ribosomal,0.21649535019363705
XNR_RS05170,Phospholipid,0.06253916784640394
XNR_RS05170,Glycerol,0.06767484929895959
XNR_RS05170,RpoE,0.35568337185054133
XNR_RS05170,Carbohydrate metabolism-1,0.08759086845911698
XNR_RS05170,Phenylacetate,0.08501042137353675
XNR_RS05170,WhiB3,0.1303772804993759
XNR_RS05170,Potassium,0.018087918668100077
XNR_RS05170,Mce transporters,0.21617442158596156
XNR_RS05170,Nitrogen/Ammonia/Urea,0.03966718973380436
XNR_RS05170,Stress,0.013161168967851064
XNR_RS05170,Cyclofaulknamycin-2,0.18549611502401694
XNR_RS05170,Cytochrome,0.10366690584007027
XNR_RS05170,Transketolase,0.095165907427789
XNR_RS05170,Carbohydrate metabolism-2,0.12605475966989915
XNR_RS05170,Fructose,0.061554559150118496
XNR_RS05170,BGC-1 related,0.07137889746580911
XNR_RS05170,UC-6,0.1032062945853183
XNR_RS05170,zwf,0.12653076204323963
XNR_RS05170,UC-7,0.0009908752561538358
